Unnamed: 0	urlDrugName	rating	effectiveness	sideEffects	condition	benefitsReview	sideEffectsReview	commentsReview
627	nortriptyline	7	Considerably Effective	Moderate Side Effects	shooting nerve-type pain in legs/fibromyalgia	the excruciating, shooting nerve pain in my left leg stopped after about a week although I could still feel that the nortriptyline just masked the pain ie. In the past 6 months I have got down to 12.5 mg per day although a recurrence of the terrible shooting pain (after 2 years) had made me decide to try Gabapentin instead- my doc recommends this	Fuzziness of thinking/short term memory loss- although this might be due to my fibromyalgia. Sexual disfunction- ie inability to have a full orgasm- and after 2 years of this, thi sis one of the reasons why I am ready to change to Gabapentin- as recommended by my doc. Sleepiness etc goes away after the first few weeks although it took me a good 6 months to properly adapt to this drug	10mg at night for the first 6 months, then the pain came through again so I upped this to 25mg per day. Six months ago, I wasn;t aware of any pain behind the pain that I had been used to so, thinking I was maybe a bit better, I cut the intake down to 12.5 mg a day by cutting my 25mg tablet in half each night. this was fine until a week ago when the shocking shooting pain returned accompanied by pin-prick sensations on my face and on my limbs- I've not had thi sin 2 years. I intend to try gabapentin now, although some people have referred to it as the 'zombie drug'. My main reason for not upping the Nortrip back to 25mg, is that I want to see if I will be able to have an orgasm on the Gaba- although maybe this is a luxury- as anyone with nerve pain knows, sex is the last thing on your mind when you are in such pain. But who knows, maybe I will be able to be pain-free and get my libido back...!
802	ambien	1	Moderately Effective	Severe Side Effects	insomnia	regulate sleep	short psychotic episodes, sleep-walking.	In an effort to regulate sleep, during an extended period of insomnia; patient was prescribed Ambien. The medication induced sleep as often as it induced short periods of psychotic behavior and patient was difficult to control by family. Patient would sleep-walk with no memory of it afterwards. Patient was beligerent with family members and appeared severly intoxicated.
2436	symbicort	10	Highly Effective	No Side Effects	asthma, emphysema	I had taken Pulmicort, and other inhalants, with no major changes.  It became more difficult to maintain my exercise and lively life style. I gave in and began Symbicort and immediately experienced a relief of shortness of breath, weezing.  I feel like a new person. I still have a reaction to cold wind, and very high humidity, but so much better.  I rarely use my Albuterol.	none	I take one puff in the am, rinse my mouth and gargle.  I repeat the treatment in the evening before bed.
2290	lexapro	5	Moderately Effective	Severe Side Effects	depression	Helped reduce some of the anxiety and had a moderate effect on the depression although it did not go away.	Insomnia and fatigue were the main side effects experienced.	Taken orally daily at night to address depresion. Stopped taking due to side effects. Found increase of regimented daily exercise to be more beneficial.
4076	mobic	8	Considerably Effective	No Side Effects	pain from pinched nerve	Meloxicam was prescribed after Vioxx was taken off the market.  It has been beneficial in relieving the pain from a pinched nerve.  (The pain goes from the left side of my forehead, down my face, my neck, my shoulder, and my left arm).  I sometimes wonder if I really need it, so occasionally I stop taking it, but within 3 to 4 days, the pain comes back full force, so I know it is effective.  It is slightly less effective than Vioxx.	I have had no side effects at all.	Once per day to manage pain.  I have been on this medication for several years, and imagine I will need it for the rest of my life.
3224	nuvaring	10	Highly Effective	No Side Effects	contraceptive	Treatment benefits were pregnancy prevention and regulation of menstrual cycle.	There were no know side effects caused by the treatment. I was very happy with the absence of side effects and the overall simplicity of the drug.	The NuvaRing was inserted once a month and kept in place for three weeks. After the third week, the ring was removed so that a menstrual cycle could ensue. After 7 day, a new ring was inserted. There was no pain associated with the insertion or removal of the ring, nor was there any discomfort during sexual intercourse. Overall I am very pleased with the NuvaRing and will continue to use it until I decide to become pregnant.
1188	prozac	7	Considerably Effective	Mild Side Effects	depressio	Relieved depression.	Gastrointestinal.	I take one pill a day.
1521	glucophage	7	Moderately Effective	Moderate Side Effects	diabetes	Once daily dose was more convenient than split doses of previous medication. The gradual release of the medication certainly reduced stomach and bowel problems (frequency and urgency of bowel movements) that had hampered activities beneficial to health such as hiking. The medication produced moderate control of my diabetes, though it is hard to judge what my blood sugar would have been without it	There is still some degree of bowel disturbance. however, the most concerning side effect (which is common to other (non time release) forms of metformin is impaired B12 and iron absorption. It took some time to identify this problem and I discovered it myself rather than being tested for it.	"Metformin was the treatment of choice for my diabetes as it does not produce weight gain. I take 4 time-release tablets after my evening meal. It is important to take the tablets with food to minimise digestive upsets.
On disconcerting feature is that the empty tablet cases pass through the body adn appear in the stools"
841	ritalin	10	Highly Effective	No Side Effects	fibromyalgia	"was placed on ritalin due to extreme fatigue assosicated with fibromyalgia.
medication highly effective in overcoming lack of energy and the tiredness that would never seem to go away.
the fatigue was worse than the physical pain associated with fibromyalgia."	well tolerated--none	"""Ritalin helped me when I was young. Now I&#039;m 27 and using it again."""
3799	dostinex	10	Highly Effective	Mild Side Effects	prolactinoma	reduced prolactin levels to within normal range. No longer experienced Amenorrhea and galactorrhea.	Slightly dizzy right after taking.  Side effect not noticeable if taken right before bedtime.  Added bonus of increased libido.	"""Before I was using parlodel which is the same medicine for reducing prolactin. My prolactin is 49 and facing irregular periods. Previously I faced horrible side effects but with dostinex I am very happy no side effects just feel sleepy some time."""
